# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.463798897721307890e+00 5.956998599049573989e-02 1.141216756412925637e+00 9.647362153780821847e-01 1.563670165690147172e-04 1.808570050322378664e-01 1.549744413368600859e-01 3.921188362744872924e-01 1.472305319053080819e+00 5.904767803554702293e-02 1.160616031900426837e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+03 6.720286022409159609e-04 8.886988610342336529e-04 4.866331444880882566e-04 7.519527473554041654e-05 1.934938141384681949e-05 5.201834600719674818e-06 4.202476249347787202e-05 1.584367177132646161e-03 5.470060651369589239e-04 8.757000359614794350e-04 5.575896709465116103e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+03 2.877303057884418071e-04 3.994572735632829553e-04 3.066907098219542860e-04 9.315667679193938974e-06 6.535206434808669092e-06 2.325140522570883069e-06 3.051904123774174074e-05 5.985411001382816331e-04 2.624772587161252929e-04 4.574769421852113694e-04 3.006202949483523950e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+03 1.537557567776104883e-04 2.406263257184550522e-04 1.632592434469102714e-04 3.791796015394043859e-06 5.109953646691604921e-06 1.160744314664602149e-06 1.221865033422041793e-06 2.382247400760766358e-04 1.647503103464877593e-04 2.948303520815489143e-04 1.465890230953410171e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+03 8.587047185707797660e-05 1.499780413181106553e-04 8.429400807069496715e-05 2.641488232911784080e-06 2.955749467646962395e-06 1.643838827219338243e-07 5.134375070357468138e-06 1.106767818700806784e-04 9.861083625464217291e-05 1.918883381976809637e-04 7.883208614343923120e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+03 5.486362474214083229e-05 8.299926826980609160e-05 4.993524336288417495e-05 2.124120335694893854e-06 4.580543744702075106e-07 8.647701044724202920e-09 4.945814728202500378e-06 5.573006994828242630e-05 6.337582512964147474e-05 1.122404936736345470e-04 5.655313605081983976e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000000e+03 3.965989395277215993e-05 4.713976478532233517e-05 3.591047597853834895e-05 1.768906019698328095e-06 1.027924079894782916e-08 1.360877479194761840e-07 5.160166234955687230e-06 2.965503610088756508e-05 4.490427724968579053e-05 6.758364970771546369e-05 4.740352362184626749e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.000000000000000000e+03 3.033411824227087153e-05 2.992277788603530907e-05 2.740905613139518415e-05 1.424288783308697488e-06 6.170835621822360628e-08 3.159596346934665894e-07 5.739174854572079791e-06 1.714247116186975935e-05 3.333821689006424285e-05 4.598247386101336336e-05 3.848381532050298298e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000000e+03 2.281266932887549817e-05 1.988827022409998991e-05 2.069934127622448700e-05 1.064313132282724892e-06 1.421761002493386907e-08 3.155200080027539538e-07 5.907690972809354448e-06 9.953479226488991591e-06 2.535107631854953476e-05 3.268256036909890464e-05 2.974268550077072140e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.000000000000000000e+03 1.798681159655969271e-05 1.372775032690925652e-05 1.501716872746010971e-05 7.404291360949376325e-07 7.010706610570838658e-09 2.651826241724123774e-07 5.517188650377062222e-06 5.587250875874614515e-06 2.120421199687365105e-05 2.379290808892302217e-05 2.156987962230011470e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+04 1.463801285735159811e-05 9.750212423909625410e-06 1.039478089970612250e-05 4.645146113604695540e-07 4.351264348487572160e-08 1.797482092775817955e-07 4.741989814358017302e-06 2.962692399695813091e-06 1.899996272132454742e-05 1.749493238202892018e-05 1.482425712293380363e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+04 1.463801285735159811e-05 9.750212423909625410e-06 1.039478089970612250e-05 4.645146113604695540e-07 4.351264348487572160e-08 1.797482092775817955e-07 4.741989814358017302e-06 2.962692399695813091e-06 1.899996272132454742e-05 1.749493238202892018e-05 1.482425712293380363e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000100000000000000e+04 1.463801285735159811e-05 9.750212423909625410e-06 1.039478089970612250e-05 4.645146113604695540e-07 4.351264348487572160e-08 1.797482092775817955e-07 4.741989814358017302e-06 2.962692399695813091e-06 1.899996272132454742e-05 1.749493238202892018e-05 1.482425712293380363e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000200000000000000e+04 6.178435801410766537e-01 2.940376483885421277e-01 1.479940459785022422e-01 1.205587093707442881e+00 1.249094032249101248e-03 4.267129323340154018e-02 1.577787479012795757e-01 5.232005930358619994e-02 1.899996272132454742e-05 1.749493238202892018e-05 1.482425712293380363e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000300000000000000e+04 1.465211459126377449e-05 9.752395820193540763e-06 1.038569250399927352e-05 4.609201666809626028e-07 4.497598446307080798e-08 1.797751113051495343e-07 4.738206754422435182e-06 2.950446449454531845e-06 1.899996272132454742e-05 1.749493238202892018e-05 1.482425712293380363e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000400000000000000e+04 1.465957045309385345e-05 9.759799289339673333e-06 1.039011928607177390e-05 4.642134074794210946e-07 4.626436106491022171e-08 1.780067940077534560e-07 4.736059215450097456e-06 2.940021729885052613e-06 1.899996272132454742e-05 1.749493238202892018e-05 1.482425712293380363e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
