# x
0.000000000000000000e+00 8.093261778036772824e+00
0.000000000000000000e+00 9.091314058388263675e+00
0.000000000000000000e+00 7.324758129891871583e+00
0.000000000000000000e+00 9.693714706799175573e+00
0.000000000000000000e+00 1.096943938212574521e+00
0.000000000000000000e+00 8.606554701758366122e+00
0.000000000000000000e+00 7.881244735920800437e-01
0.000000000000000000e+00 9.253707552917738610e+00
0.000000000000000000e+00 1.186752093589292789e+00
0.000000000000000000e+00 1.686016894035672342e+00
0.000000000000000000e+00 1.479844116859297953e+00
0.000000000000000000e+00 7.340612699132398333e-01
0.000000000000000000e+00 8.783488891792289976e+00
0.000000000000000000e+00 2.550791328511313516e+00
0.000000000000000000e+00 5.362787373182714035e+00
0.000000000000000000e+00 7.957976720706156470e+00
0.000000000000000000e+00 9.419938950506658415e+00
0.000000000000000000e+00 4.137381864441470825e+00
0.000000000000000000e+00 4.186084391734691934e+00
0.000000000000000000e+00 9.763348115839869834e+00
0.000000000000000000e+00 9.429062962261465231e+00
0.000000000000000000e+00 3.130510013468978947e-02
0.000000000000000000e+00 1.119655378262842671e+00
0.000000000000000000e+00 2.136072467601218605e+00
0.000000000000000000e+00 2.745781725354588865e+00
0.000000000000000000e+00 3.219692458109946198e+00
0.000000000000000000e+00 3.456892308010922399e+00
0.000000000000000000e+00 5.583573826399362616e+00
0.000000000000000000e+00 9.148839046661775498e+00
0.000000000000000000e+00 9.224066983178753176e+00
0.000000000000000000e+00 5.360839172633106386e+00
0.000000000000000000e+00 6.907210214453757047e+00
0.000000000000000000e+00 8.518830158584334455e+00
0.000000000000000000e+00 2.296368145224537471e+00
0.000000000000000000e+00 3.071632587718488239e+00
0.000000000000000000e+00 6.310452549535988886e+00
0.000000000000000000e+00 8.530531692794486531e+00
0.000000000000000000e+00 7.500098982913721457e+00
0.000000000000000000e+00 9.346316319982882703e+00
0.000000000000000000e+00 7.400396513275962818e+00
0.000000000000000000e+00 9.720579827504625570e+00
0.000000000000000000e+00 5.463629385764434687e-01
