WARNING:tensorflow:From /gpfs/research/software/python/anaconda38/lib/python3.8/site-packages/tensorflow/python/compat/v2_compat.py:96: disable_resource_variables (from tensorflow.python.ops.variable_scope) is deprecated and will be removed in a future version.
Instructions for updating:
non-resource variables are not supported in the long term
WARNING:tensorflow:From /gpfs/home/sy12b/.local/lib/python3.8/site-packages/deepxde/maps/fnn.py:76: dense (from tensorflow.python.layers.core) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.Dense instead.
WARNING:tensorflow:From /gpfs/research/software/python/anaconda38/lib/python3.8/site-packages/tensorflow/python/layers/core.py:187: Layer.apply (from tensorflow.python.keras.engine.base_layer_v1) is deprecated and will be removed in a future version.
Instructions for updating:
Please use `layer.__call__` method instead.
Using TensorFlow 2 backend.

Set float to float64
Warning: 1000 points required, but 1023 points sampled.
Compiling model...
Building feed-forward neural network...
'build' took 0.187903 s

2021-01-16 19:21:54.940419: I tensorflow/core/platform/cpu_feature_guard.cc:143] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2021-01-16 19:21:54.951746: I tensorflow/core/platform/profile_utils/cpu_utils.cc:102] CPU Frequency: 2000070000 Hz
2021-01-16 19:21:54.952448: I tensorflow/compiler/xla/service/service.cc:168] XLA service 0x55ce740069e0 initialized for platform Host (this does not guarantee that XLA will be used). Devices:
2021-01-16 19:21:54.952515: I tensorflow/compiler/xla/service/service.cc:176]   StreamExecutor device (0): Host, Default Version
2021-01-16 19:21:54.954673: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library libcuda.so.1
2021-01-16 19:21:55.681183: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1561] Found device 0 with properties: 
pciBusID: 0000:02:00.0 name: GeForce GTX 1080 Ti computeCapability: 6.1
coreClock: 1.582GHz coreCount: 28 deviceMemorySize: 10.92GiB deviceMemoryBandwidth: 451.17GiB/s
2021-01-16 19:21:55.682954: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1561] Found device 1 with properties: 
pciBusID: 0000:03:00.0 name: GeForce GTX 1080 Ti computeCapability: 6.1
coreClock: 1.582GHz coreCount: 28 deviceMemorySize: 10.92GiB deviceMemoryBandwidth: 451.17GiB/s
2021-01-16 19:21:55.684657: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1561] Found device 2 with properties: 
pciBusID: 0000:81:00.0 name: GeForce GTX 1080 Ti computeCapability: 6.1
coreClock: 1.582GHz coreCount: 28 deviceMemorySize: 10.92GiB deviceMemoryBandwidth: 451.17GiB/s
2021-01-16 19:21:55.686351: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1561] Found device 3 with properties: 
pciBusID: 0000:82:00.0 name: GeForce GTX 1080 Ti computeCapability: 6.1
coreClock: 1.582GHz coreCount: 28 deviceMemorySize: 10.92GiB deviceMemoryBandwidth: 451.17GiB/s
2021-01-16 19:21:55.747448: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library libcudart.so.10.1
2021-01-16 19:21:56.202281: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library libcublas.so.10
2021-01-16 19:21:56.393337: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library libcufft.so.10
2021-01-16 19:21:56.903842: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library libcurand.so.10
2021-01-16 19:21:57.300549: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library libcusolver.so.10
2021-01-16 19:21:57.490950: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library libcusparse.so.10
2021-01-16 19:21:57.778790: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library libcudnn.so.7
2021-01-16 19:21:57.795177: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1703] Adding visible gpu devices: 0, 1, 2, 3
2021-01-16 19:21:57.795287: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library libcudart.so.10.1
2021-01-16 19:21:57.802973: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1102] Device interconnect StreamExecutor with strength 1 edge matrix:
2021-01-16 19:21:57.803012: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1108]      0 1 2 3 
2021-01-16 19:21:57.803067: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1121] 0:   N Y N N 
2021-01-16 19:21:57.803089: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1121] 1:   Y N N N 
2021-01-16 19:21:57.803106: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1121] 2:   N N N Y 
2021-01-16 19:21:57.803123: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1121] 3:   N N Y N 
2021-01-16 19:21:57.813697: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1247] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 10369 MB memory) -> physical GPU (device: 0, name: GeForce GTX 1080 Ti, pci bus id: 0000:02:00.0, compute capability: 6.1)
2021-01-16 19:21:57.846473: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1247] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:1 with 10369 MB memory) -> physical GPU (device: 1, name: GeForce GTX 1080 Ti, pci bus id: 0000:03:00.0, compute capability: 6.1)
2021-01-16 19:21:57.850091: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1247] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:2 with 10369 MB memory) -> physical GPU (device: 2, name: GeForce GTX 1080 Ti, pci bus id: 0000:81:00.0, compute capability: 6.1)
2021-01-16 19:21:57.853728: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1247] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:3 with 10369 MB memory) -> physical GPU (device: 3, name: GeForce GTX 1080 Ti, pci bus id: 0000:82:00.0, compute capability: 6.1)
2021-01-16 19:21:57.856743: I tensorflow/compiler/xla/service/service.cc:168] XLA service 0x55ce761a7140 initialized for platform CUDA (this does not guarantee that XLA will be used). Devices:
2021-01-16 19:21:57.856786: I tensorflow/compiler/xla/service/service.cc:176]   StreamExecutor device (0): GeForce GTX 1080 Ti, Compute Capability 6.1
2021-01-16 19:21:57.856808: I tensorflow/compiler/xla/service/service.cc:176]   StreamExecutor device (1): GeForce GTX 1080 Ti, Compute Capability 6.1
2021-01-16 19:21:57.856826: I tensorflow/compiler/xla/service/service.cc:176]   StreamExecutor device (2): GeForce GTX 1080 Ti, Compute Capability 6.1
2021-01-16 19:21:57.856844: I tensorflow/compiler/xla/service/service.cc:176]   StreamExecutor device (3): GeForce GTX 1080 Ti, Compute Capability 6.1
'compile' took 4.599489 s

2021-01-16 19:22:06.947464: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library libcublas.so.10
Initializing variables...
Training model...

Step      Train loss                                                                          Test loss                                                                           Test metric
0         [4.33e+00, 1.38e+00, 9.40e-01, 2.03e+00, 1.40e-03, 4.40e-04, 2.34e-04, 1.32e+00]    [3.03e+00, 9.18e-01, 7.76e-01, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
100       [1.86e-03, 4.58e-03, 8.81e-03, 7.98e-03, 3.90e-05, 1.91e-03, 7.82e-05, 6.95e-04]    [1.60e-03, 3.10e-03, 3.78e-03, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
200       [1.10e-03, 3.08e-03, 2.90e-03, 2.17e-03, 5.60e-05, 5.64e-04, 1.91e-05, 1.17e-03]    [8.78e-04, 2.44e-03, 1.07e-03, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
300       [9.39e-04, 2.48e-03, 1.02e-03, 1.16e-03, 5.70e-05, 2.96e-04, 1.06e-05, 1.08e-03]    [6.08e-04, 1.80e-03, 5.23e-04, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
400       [8.42e-04, 1.80e-03, 5.29e-04, 8.18e-04, 4.22e-05, 2.06e-04, 1.48e-05, 8.74e-04]    [4.68e-04, 1.29e-03, 4.62e-04, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
500       [7.26e-04, 1.28e-03, 3.85e-04, 5.87e-04, 3.33e-05, 1.69e-04, 2.46e-05, 7.32e-04]    [3.69e-04, 9.35e-04, 4.33e-04, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
600       [6.01e-04, 9.18e-04, 3.23e-04, 4.16e-04, 2.92e-05, 1.39e-04, 3.29e-05, 6.29e-04]    [2.95e-04, 6.95e-04, 3.98e-04, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
700       [4.86e-04, 6.75e-04, 2.80e-04, 3.02e-04, 2.66e-05, 1.14e-04, 3.69e-05, 5.38e-04]    [2.42e-04, 5.30e-04, 3.58e-04, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
800       [3.90e-04, 5.12e-04, 2.44e-04, 2.35e-04, 2.41e-05, 9.29e-05, 3.65e-05, 4.51e-04]    [2.05e-04, 4.18e-04, 3.17e-04, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
900       [3.17e-04, 4.02e-04, 2.13e-04, 1.98e-04, 2.17e-05, 7.74e-05, 3.29e-05, 3.71e-04]    [1.80e-04, 3.42e-04, 2.79e-04, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
1000      [2.64e-04, 3.26e-04, 1.86e-04, 1.76e-04, 1.96e-05, 6.58e-05, 2.79e-05, 3.02e-04]    [1.65e-04, 2.92e-04, 2.43e-04, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
1100      [2.27e-04, 2.74e-04, 1.61e-04, 1.62e-04, 1.79e-05, 5.65e-05, 2.29e-05, 2.46e-04]    [1.55e-04, 2.58e-04, 2.10e-04, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
1200      [2.01e-04, 2.36e-04, 1.39e-04, 1.50e-04, 1.66e-05, 4.84e-05, 1.87e-05, 2.04e-04]    [1.49e-04, 2.36e-04, 1.81e-04, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
1300      [1.81e-04, 2.09e-04, 1.19e-04, 1.38e-04, 1.55e-05, 4.12e-05, 1.54e-05, 1.71e-04]    [1.45e-04, 2.22e-04, 1.57e-04, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
1400      [1.65e-04, 1.89e-04, 1.03e-04, 1.26e-04, 1.46e-05, 3.49e-05, 1.29e-05, 1.46e-04]    [1.41e-04, 2.11e-04, 1.36e-04, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
1500      [1.52e-04, 1.73e-04, 8.87e-05, 1.14e-04, 1.38e-05, 2.96e-05, 1.11e-05, 1.26e-04]    [1.37e-04, 2.03e-04, 1.18e-04, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
1600      [1.39e-04, 1.59e-04, 7.72e-05, 1.02e-04, 1.30e-05, 2.52e-05, 9.68e-06, 1.10e-04]    [1.32e-04, 1.96e-04, 1.04e-04, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
1700      [1.28e-04, 1.47e-04, 6.81e-05, 9.07e-05, 1.22e-05, 2.18e-05, 8.57e-06, 9.66e-05]    [1.26e-04, 1.88e-04, 9.21e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
1800      [1.17e-04, 1.36e-04, 6.10e-05, 8.04e-05, 1.15e-05, 1.90e-05, 7.66e-06, 8.47e-05]    [1.19e-04, 1.81e-04, 8.24e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
1900      [1.06e-04, 1.25e-04, 5.56e-05, 7.09e-05, 1.07e-05, 1.68e-05, 6.90e-06, 7.44e-05]    [1.12e-04, 1.73e-04, 7.44e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
2000      [9.64e-05, 1.16e-04, 5.13e-05, 6.21e-05, 1.00e-05, 1.50e-05, 6.25e-06, 6.52e-05]    [1.04e-04, 1.64e-04, 6.78e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
2100      [8.73e-05, 1.06e-04, 4.78e-05, 5.40e-05, 9.33e-06, 1.35e-05, 5.69e-06, 5.71e-05]    [9.60e-05, 1.55e-04, 6.22e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
2200      [7.89e-05, 9.75e-05, 4.50e-05, 4.65e-05, 8.68e-06, 1.23e-05, 5.20e-06, 5.00e-05]    [8.83e-05, 1.46e-04, 5.74e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
2300      [7.11e-05, 8.93e-05, 4.26e-05, 3.97e-05, 8.08e-06, 1.12e-05, 4.77e-06, 4.36e-05]    [8.09e-05, 1.36e-04, 5.33e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
2400      [6.39e-05, 8.16e-05, 4.03e-05, 3.35e-05, 7.52e-06, 1.02e-05, 4.39e-06, 3.81e-05]    [7.39e-05, 1.26e-04, 4.96e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
